transaction_id,timestamp,user_id,user_role,transaction_type,electricity_quantity,price_per_mwh,total_cost,latency_ms,security_level,encryption_method,zt_authentication,network_slice_id,transaction_status,grid_region,smart_meter_id,grid_demand_state,weather_condition,energy_source,carbon_tax_fee
TXN2519,2025-02-14 10:06:49,U3187,Supplier,Buy,73.21,35.17,2574.8,5,Low,AES,0,Slice_C,Pending,Industrial_Park,MTR-0178,Normal,Clear Night,Natural Gas,146.42
TXN7808,2025-02-14 10:29:16,U4817,Supplier,Buy,17.67,31.52,556.96,18,Medium,AES,1,Slice_C,Pending,Rural_Grid,MTR-0093,Normal,Sunny,Coal,79.52
TXN2876,2025-02-14 10:04:57,U1204,Supplier,Buy,94.24,35.34,3330.44,21,Low,RSA,0,Slice_B,Pending,South_Zone,MTR-0321,Normal,Stormy,Wind,0.0
TXN6032,2025-02-14 10:06:53,U5764,Supplier,Buy,41.49,36.07,1496.54,14,Medium,RSA,1,Slice_A,Failed,Metro_Hub,MTR-0356,Normal,Cloudy,Natural Gas,82.98
TXN8644,2025-02-14 10:19:55,U4043,Supplier,Buy,38.58,34.44,1328.7,17,Low,RSA,0,Slice_C,Pending,Industrial_Park,MTR-0299,Normal,Cloudy,Wind,0.0
TXN4622,2025-02-14 10:46:27,U7126,Dealer,Sell,66.38,33.86,2247.63,12,Low,AES,0,Slice_C,Failed,South_Zone,MTR-0104,Normal,Heatwave,Coal,298.71
TXN5082,2025-02-14 10:44:49,U8871,Authority,,0.0,0.0,0.0,5,High,TDKE,1,Slice_B,Failed,North_Zone,MTR-0116,Normal,Clear Night,Hydro,0.0
TXN1278,2025-02-14 10:41:59,U6782,Authority,,0.0,0.0,0.0,25,High,TDKE,1,Slice_C,Pending,Rural_Grid,MTR-0376,Normal,Clear Night,Coal,0.0
TXN2256,2025-02-14 10:23:58,U2599,Authority,,0.0,0.0,0.0,24,Medium,AES,1,Slice_A,Success,South_Zone,MTR-0114,Normal,Stormy,Hydro,0.0
TXN1949,2025-02-14 10:44:24,U6029,Supplier,Sell,23.59,37.18,877.08,18,High,TDKE,1,Slice_C,Success,Rural_Grid,MTR-0499,Normal,Sunny,Hydro,0.0
TXN6921,2025-02-14 10:43:35,U6645,Authority,,0.0,0.0,0.0,26,Low,AES,0,Slice_A,Failed,Industrial_Park,MTR-0339,Normal,Stormy,Coal,0.0
TXN5771,2025-02-14 10:06:15,U7447,Dealer,Buy,49.1,35.48,1742.07,29,Low,AES,0,Slice_B,Failed,Metro_Hub,MTR-0277,Normal,Heatwave,Natural Gas,98.2
TXN7694,2025-02-14 10:27:08,U1877,Authority,,0.0,0.0,0.0,30,High,TDKE,1,Slice_A,Failed,Industrial_Park,MTR-0190,Normal,Heatwave,Hydro,0.0
TXN9767,2025-02-14 10:03:57,U6756,Dealer,Buy,33.68,32.0,1077.76,23,High,TDKE,1,Slice_B,Success,Industrial_Park,MTR-0332,Normal,Clear Night,Coal,151.56
TXN6271,2025-02-14 10:29:42,U9641,Dealer,Sell,49.86,36.29,1809.42,29,High,TDKE,1,Slice_B,Pending,South_Zone,MTR-0367,Normal,Sunny,Solar,0.0
TXN3375,2025-02-14 10:20:07,U5269,Dealer,Sell,51.74,31.44,1626.71,30,Low,RSA,0,Slice_C,Pending,Rural_Grid,MTR-0239,Normal,Sunny,Natural Gas,103.48
TXN4955,2025-02-14 10:01:24,U7669,Supplier,Sell,37.13,36.03,1337.79,11,High,TDKE,1,Slice_B,Failed,Rural_Grid,MTR-0396,Normal,Stormy,Natural Gas,74.26
TXN4870,2025-02-14 10:49:47,U5945,Authority,,0.0,0.0,0.0,20,High,TDKE,1,Slice_C,Failed,Metro_Hub,MTR-0336,Normal,Clear Night,Wind,0.0
TXN3822,2025-02-14 10:39:50,U6498,Dealer,Sell,70.48,35.6,2509.09,23,High,TDKE,1,Slice_C,Pending,Rural_Grid,MTR-0146,Normal,Stormy,Hydro,0.0
TXN6708,2025-02-14 10:18:04,U9621,Dealer,Sell,22.59,34.77,785.45,11,High,TDKE,1,Slice_A,Success,Industrial_Park,MTR-0350,Normal,Stormy,Wind,0.0
TXN6531,2025-02-14 10:35:34,U2575,Dealer,Sell,45.4,34.02,1544.51,13,High,TDKE,1,Slice_B,Success,Rural_Grid,MTR-0355,Normal,Stormy,Hydro,0.0
TXN8247,2025-02-14 10:59:11,U5133,Supplier,Sell,48.28,37.15,1793.6,29,High,TDKE,1,Slice_B,Pending,Industrial_Park,MTR-0372,Normal,Clear Night,Hydro,0.0
TXN7571,2025-02-14 10:35:13,U6424,Dealer,Sell,63.34,30.67,1942.64,16,High,TDKE,1,Slice_B,Success,Industrial_Park,MTR-0174,Normal,Stormy,Hydro,0.0
TXN5055,2025-02-14 10:25:21,U3352,Authority,,0.0,0.0,0.0,22,Medium,RSA,1,Slice_B,Failed,North_Zone,MTR-0211,Normal,Cloudy,Wind,0.0
TXN8442,2025-02-14 10:01:59,U6359,Dealer,Buy,41.9,38.85,1627.82,13,Low,RSA,0,Slice_C,Failed,Metro_Hub,MTR-0398,Normal,Stormy,Wind,0.0
TXN1713,2025-02-14 10:33:05,U7815,Supplier,Sell,58.12,35.18,2044.66,8,High,TDKE,1,Slice_C,Failed,North_Zone,MTR-0345,Normal,Sunny,Solar,0.0
TXN5091,2025-02-14 10:08:07,U3929,Supplier,Sell,14.18,35.36,501.4,12,High,TDKE,1,Slice_B,Failed,Metro_Hub,MTR-0050,Normal,Stormy,Hydro,0.0
TXN5688,2025-02-14 10:36:54,U3891,Authority,,0.0,0.0,0.0,30,High,TDKE,1,Slice_B,Pending,Rural_Grid,MTR-0496,Normal,Cloudy,Wind,0.0
TXN3077,2025-02-14 10:19:35,U9865,Authority,,0.0,0.0,0.0,8,Medium,AES,1,Slice_C,Success,North_Zone,MTR-0033,Normal,Sunny,Natural Gas,0.0
TXN6973,2025-02-14 10:55:05,U5068,Supplier,Buy,53.85,37.0,1992.45,16,Medium,RSA,1,Slice_A,Pending,Industrial_Park,MTR-0412,Normal,Clear Night,Coal,242.33
TXN2617,2025-02-14 10:07:02,U2789,Dealer,Buy,36.36,37.76,1372.95,12,Low,AES,0,Slice_C,Success,South_Zone,MTR-0442,Normal,Cloudy,Natural Gas,72.72
TXN9297,2025-02-14 10:55:56,U4855,Supplier,Sell,35.36,39.83,1408.39,27,High,TDKE,1,Slice_C,Success,Rural_Grid,MTR-0491,Normal,Stormy,Coal,159.12
TXN3206,2025-02-14 10:31:18,U8779,Dealer,Buy,89.8,39.8,3574.04,27,High,TDKE,1,Slice_B,Pending,Metro_Hub,MTR-0178,Normal,Cloudy,Natural Gas,179.6
TXN9223,2025-02-14 10:23:04,U4188,Authority,,0.0,0.0,0.0,5,Low,AES,0,Slice_C,Pending,Industrial_Park,MTR-0008,Normal,Heatwave,Coal,0.0
TXN5616,2025-02-14 10:18:31,U8986,Authority,,0.0,0.0,0.0,13,High,TDKE,1,Slice_C,Success,Rural_Grid,MTR-0297,Normal,Heatwave,Solar,0.0
TXN4150,2025-02-14 10:01:57,U9812,Authority,,0.0,0.0,0.0,28,High,TDKE,1,Slice_A,Failed,South_Zone,MTR-0475,Normal,Clear Night,Wind,0.0
TXN1732,2025-02-14 10:58:51,U7592,Supplier,Buy,64.45,37.64,2425.9,15,Low,RSA,0,Slice_A,Success,Industrial_Park,MTR-0022,Normal,Cloudy,Coal,290.03
TXN5015,2025-02-14 10:31:42,U7894,Supplier,Sell,21.41,34.16,731.37,15,Low,RSA,0,Slice_A,Failed,South_Zone,MTR-0098,Normal,Cloudy,Wind,0.0
TXN1233,2025-02-14 10:11:30,U4899,Authority,,0.0,0.0,0.0,17,Medium,RSA,1,Slice_A,Pending,South_Zone,MTR-0253,Normal,Clear Night,Hydro,0.0
TXN1716,2025-02-14 10:00:54,U1133,Supplier,Buy,70.22,31.2,2190.86,21,Low,AES,0,Slice_A,Failed,Rural_Grid,MTR-0112,Normal,Stormy,Natural Gas,140.44
TXN5053,2025-02-14 10:00:00,U1007,Supplier,Buy,51.05,31.54,1610.12,17,Low,RSA,0,Slice_C,Success,Industrial_Park,MTR-0475,Normal,Heatwave,Natural Gas,102.1
TXN3532,2025-02-14 10:03:29,U4123,Dealer,Sell,16.35,39.85,651.55,22,High,TDKE,1,Slice_B,Failed,North_Zone,MTR-0190,Normal,Clear Night,Natural Gas,32.7
TXN3786,2025-02-14 10:11:21,U4359,Authority,,0.0,0.0,0.0,23,Medium,RSA,1,Slice_C,Pending,Industrial_Park,MTR-0460,Normal,Heatwave,Solar,0.0
TXN3741,2025-02-14 10:07:42,U7001,Supplier,Buy,41.36,39.78,1645.3,7,Low,AES,0,Slice_B,Success,South_Zone,MTR-0420,Normal,Cloudy,Coal,186.12
TXN3078,2025-02-14 10:31:00,U3196,Authority,,0.0,0.0,0.0,26,High,TDKE,1,Slice_C,Failed,Industrial_Park,MTR-0216,Normal,Stormy,Hydro,0.0
TXN6050,2025-02-14 10:57:57,U3534,Authority,,0.0,0.0,0.0,22,Medium,AES,1,Slice_B,Failed,Rural_Grid,MTR-0034,Normal,Heatwave,Solar,0.0
TXN4894,2025-02-14 10:20:54,U3744,Authority,,0.0,0.0,0.0,17,High,TDKE,1,Slice_C,Failed,Industrial_Park,MTR-0213,Normal,Heatwave,Solar,0.0
TXN9857,2025-02-14 10:33:16,U5412,Authority,,0.0,0.0,0.0,15,Medium,AES,1,Slice_A,Failed,North_Zone,MTR-0390,Normal,Stormy,Coal,0.0
TXN3306,2025-02-14 10:52:39,U4763,Dealer,Sell,42.69,35.24,1504.4,16,Medium,AES,1,Slice_C,Failed,Rural_Grid,MTR-0320,Normal,Stormy,Coal,192.1
TXN4621,2025-02-14 10:17:55,U7553,Authority,,0.0,0.0,0.0,11,Low,AES,0,Slice_B,Success,Metro_Hub,MTR-0386,Normal,Cloudy,Wind,0.0
TXN1438,2025-02-14 10:23:54,U6262,Authority,,0.0,0.0,0.0,20,Medium,AES,1,Slice_A,Failed,Metro_Hub,MTR-0123,Normal,Cloudy,Hydro,0.0
TXN3450,2025-02-14 10:40:04,U7707,Dealer,Sell,74.76,36.01,2692.11,29,High,TDKE,1,Slice_C,Failed,North_Zone,MTR-0399,Normal,Cloudy,Coal,336.42
TXN5876,2025-02-14 10:04:24,U8022,Supplier,Sell,66.45,31.57,2097.83,6,High,TDKE,1,Slice_B,Failed,South_Zone,MTR-0209,Normal,Heatwave,Solar,0.0
TXN9323,2025-02-14 10:41:59,U2570,Supplier,Sell,86.57,39.22,3395.28,7,High,TDKE,1,Slice_C,Failed,Industrial_Park,MTR-0244,Normal,Cloudy,Wind,0.0
TXN2982,2025-02-14 10:32:18,U3649,Authority,,0.0,0.0,0.0,13,Medium,RSA,1,Slice_C,Failed,North_Zone,MTR-0290,Normal,Sunny,Coal,0.0
TXN8924,2025-02-14 10:18:27,U5218,Dealer,Buy,61.87,31.74,1963.75,10,Low,RSA,0,Slice_B,Failed,North_Zone,MTR-0345,Normal,Heatwave,Solar,0.0
TXN9848,2025-02-14 10:57:21,U1362,Supplier,Buy,98.86,38.28,3784.36,22,Low,AES,0,Slice_B,Pending,North_Zone,MTR-0256,Normal,Clear Night,Natural Gas,197.72
TXN1338,2025-02-14 10:05:29,U9154,Supplier,Buy,96.8,36.58,3540.94,15,Medium,RSA,1,Slice_C,Success,North_Zone,MTR-0295,Normal,Cloudy,Coal,435.6
TXN3111,2025-02-14 10:22:32,U6633,Authority,,0.0,0.0,0.0,29,Medium,RSA,1,Slice_C,Success,North_Zone,MTR-0103,Normal,Cloudy,Wind,0.0
TXN9965,2025-02-14 10:18:19,U7952,Authority,,0.0,0.0,0.0,28,High,TDKE,1,Slice_A,Success,South_Zone,MTR-0360,Normal,Sunny,Coal,0.0
TXN6561,2025-02-14 10:47:24,U2822,Dealer,Buy,44.22,31.52,1393.81,27,High,TDKE,1,Slice_B,Failed,Metro_Hub,MTR-0156,Normal,Stormy,Natural Gas,88.44
TXN5676,2025-02-14 10:53:34,U8921,Authority,,0.0,0.0,0.0,6,High,TDKE,1,Slice_A,Pending,Metro_Hub,MTR-0250,Normal,Stormy,Wind,0.0
TXN2902,2025-02-14 10:39:03,U1651,Supplier,Sell,91.37,33.08,3022.52,13,Medium,AES,1,Slice_C,Pending,North_Zone,MTR-0220,Normal,Clear Night,Natural Gas,182.74
TXN8750,2025-02-14 10:47:02,U8939,Dealer,Sell,57.94,34.84,2018.63,19,Medium,AES,1,Slice_A,Failed,Rural_Grid,MTR-0248,Normal,Stormy,Hydro,0.0
TXN9706,2025-02-14 10:14:30,U6460,Supplier,Buy,70.24,36.03,2530.75,24,High,TDKE,1,Slice_C,Success,Metro_Hub,MTR-0006,Normal,Cloudy,Wind,0.0
TXN1605,2025-02-14 10:48:53,U7841,Dealer,Sell,67.68,33.07,2238.18,29,Low,AES,0,Slice_C,Success,Rural_Grid,MTR-0499,Normal,Heatwave,Solar,0.0
TXN5327,2025-02-14 10:52:53,U3205,Dealer,Buy,24.12,30.15,727.22,29,Low,RSA,0,Slice_B,Pending,Industrial_Park,MTR-0150,Normal,Heatwave,Coal,108.54
TXN5082,2025-02-14 10:14:39,U8089,Authority,,0.0,0.0,0.0,29,Low,AES,0,Slice_C,Pending,South_Zone,MTR-0329,Normal,Cloudy,Wind,0.0
TXN7195,2025-02-14 10:23:29,U8361,Supplier,Sell,41.23,33.32,1373.78,18,Low,RSA,0,Slice_B,Failed,Rural_Grid,MTR-0264,Normal,Stormy,Natural Gas,82.46
TXN6899,2025-02-14 10:01:40,U7982,Supplier,Sell,98.72,35.01,3456.19,21,High,TDKE,1,Slice_C,Pending,South_Zone,MTR-0297,Normal,Heatwave,Natural Gas,197.44
TXN6077,2025-02-14 10:59:43,U9358,Supplier,Buy,30.17,30.51,920.49,10,Medium,RSA,1,Slice_B,Pending,North_Zone,MTR-0494,Normal,Stormy,Coal,135.77
TXN5342,2025-02-14 10:23:14,U5084,Dealer,Sell,50.03,35.1,1756.05,9,Low,RSA,0,Slice_C,Failed,North_Zone,MTR-0320,Normal,Sunny,Solar,0.0
TXN9334,2025-02-14 10:19:32,U5715,Supplier,Buy,35.8,31.18,1116.24,27,Medium,RSA,1,Slice_A,Pending,North_Zone,MTR-0395,Normal,Heatwave,Natural Gas,71.6
TXN7318,2025-02-14 10:14:28,U4208,Supplier,Buy,48.47,39.1,1895.18,25,High,TDKE,1,Slice_A,Failed,Industrial_Park,MTR-0440,Normal,Sunny,Coal,218.12
TXN2711,2025-02-14 10:40:18,U7453,Authority,,0.0,0.0,0.0,8,High,TDKE,1,Slice_C,Failed,Rural_Grid,MTR-0314,Normal,Heatwave,Hydro,0.0
TXN8223,2025-02-14 10:58:24,U6963,Authority,,0.0,0.0,0.0,24,Medium,RSA,1,Slice_C,Pending,Rural_Grid,MTR-0137,Normal,Cloudy,Coal,0.0
TXN3679,2025-02-14 10:12:09,U9593,Dealer,Buy,32.15,39.31,1263.82,9,Medium,AES,1,Slice_C,Failed,Rural_Grid,MTR-0045,Normal,Sunny,Natural Gas,64.3
TXN8540,2025-02-14 10:57:49,U8569,Authority,,0.0,0.0,0.0,7,High,TDKE,1,Slice_C,Success,Industrial_Park,MTR-0050,Normal,Clear Night,Wind,0.0
TXN2768,2025-02-14 10:48:43,U7183,Supplier,Sell,36.51,38.18,1393.95,17,High,TDKE,1,Slice_B,Failed,Rural_Grid,MTR-0353,Normal,Sunny,Solar,0.0
TXN1041,2025-02-14 10:59:07,U9515,Supplier,Buy,49.46,39.95,1975.93,12,Low,RSA,0,Slice_C,Pending,Industrial_Park,MTR-0253,Normal,Clear Night,Wind,0.0
TXN8705,2025-02-14 10:17:15,U4366,Authority,,0.0,0.0,0.0,14,Medium,RSA,1,Slice_C,Failed,Metro_Hub,MTR-0454,Normal,Sunny,Natural Gas,0.0
TXN9736,2025-02-14 10:39:45,U4477,Authority,,0.0,0.0,0.0,21,Medium,AES,1,Slice_B,Failed,Industrial_Park,MTR-0063,Normal,Stormy,Coal,0.0
TXN2485,2025-02-14 10:47:49,U9625,Authority,,0.0,0.0,0.0,20,Medium,RSA,1,Slice_B,Failed,Rural_Grid,MTR-0112,Normal,Heatwave,Coal,0.0
TXN6183,2025-02-14 10:35:44,U1913,Authority,,0.0,0.0,0.0,14,High,TDKE,1,Slice_A,Failed,Industrial_Park,MTR-0283,Normal,Stormy,Hydro,0.0
TXN7787,2025-02-14 10:43:18,U6211,Dealer,Buy,91.47,34.47,3152.97,23,Low,AES,0,Slice_C,Success,Rural_Grid,MTR-0057,Normal,Heatwave,Solar,0.0
TXN6263,2025-02-14 10:13:13,U2061,Dealer,Sell,11.79,33.19,391.31,20,Medium,AES,1,Slice_A,Failed,Metro_Hub,MTR-0284,Normal,Stormy,Wind,0.0
TXN9708,2025-02-14 10:51:22,U5947,Supplier,Sell,58.4,39.69,2317.9,19,Medium,RSA,1,Slice_B,Failed,North_Zone,MTR-0464,Normal,Clear Night,Coal,262.8
TXN2541,2025-02-14 10:43:43,U3794,Supplier,Buy,30.44,34.96,1064.18,12,Medium,AES,1,Slice_A,Failed,Metro_Hub,MTR-0157,Normal,Heatwave,Solar,0.0
TXN4961,2025-02-14 10:23:47,U6030,Dealer,Buy,76.29,37.65,2872.32,13,Medium,AES,1,Slice_A,Success,Industrial_Park,MTR-0120,Normal,Clear Night,Coal,343.31
TXN7058,2025-02-14 10:47:18,U9459,Dealer,Buy,36.01,33.19,1195.17,20,High,TDKE,1,Slice_A,Pending,North_Zone,MTR-0304,Normal,Clear Night,Wind,0.0
TXN3935,2025-02-14 10:55:21,U8622,Supplier,Buy,39.96,39.1,1562.44,14,Low,AES,0,Slice_C,Pending,Rural_Grid,MTR-0335,Normal,Heatwave,Hydro,0.0
TXN4295,2025-02-14 10:09:08,U9123,Authority,,0.0,0.0,0.0,6,High,TDKE,1,Slice_A,Success,South_Zone,MTR-0039,Normal,Stormy,Hydro,0.0
TXN8613,2025-02-14 10:17:30,U1545,Dealer,Buy,14.0,33.8,473.2,29,Low,RSA,0,Slice_B,Success,Rural_Grid,MTR-0090,Normal,Sunny,Natural Gas,28.0
TXN5861,2025-02-14 10:18:41,U4405,Dealer,Sell,71.18,30.02,2136.82,25,Low,RSA,0,Slice_A,Success,South_Zone,MTR-0189,Normal,Clear Night,Wind,0.0
TXN7007,2025-02-14 10:27:10,U5550,Dealer,Sell,67.45,35.92,2422.8,22,Low,RSA,0,Slice_A,Success,South_Zone,MTR-0342,Normal,Clear Night,Wind,0.0
TXN6419,2025-02-14 10:10:17,U2550,Supplier,Buy,34.21,36.4,1245.24,28,High,TDKE,1,Slice_B,Success,Rural_Grid,MTR-0457,Normal,Cloudy,Hydro,0.0
TXN8779,2025-02-14 10:08:55,U4243,Authority,,0.0,0.0,0.0,17,Low,RSA,0,Slice_A,Pending,Rural_Grid,MTR-0004,Normal,Stormy,Natural Gas,0.0
TXN6111,2025-02-14 10:36:35,U6958,Dealer,Sell,14.62,38.84,567.84,9,Low,AES,0,Slice_B,Pending,North_Zone,MTR-0425,Normal,Clear Night,Coal,65.79
TXN8710,2025-02-14 10:10:29,U3760,Supplier,Buy,90.24,39.28,3544.63,16,High,TDKE,1,Slice_A,Pending,Metro_Hub,MTR-0412,Normal,Stormy,Natural Gas,180.48
TXN2259,2025-02-14 10:07:54,U4697,Authority,,0.0,0.0,0.0,5,High,TDKE,1,Slice_B,Pending,North_Zone,MTR-0349,Normal,Stormy,Wind,0.0
TXN9697,2025-02-14 10:41:15,U3215,Supplier,Sell,86.11,31.65,2725.38,13,High,TDKE,1,Slice_C,Pending,Industrial_Park,MTR-0421,Normal,Cloudy,Natural Gas,172.22
TXN1585,2025-02-14 10:51:20,U7128,Supplier,Buy,29.7,33.66,999.7,16,Medium,AES,1,Slice_C,Pending,Metro_Hub,MTR-0389,Normal,Clear Night,Wind,0.0
TXN2037,2025-02-14 10:35:53,U3520,Authority,,0.0,0.0,0.0,13,High,TDKE,1,Slice_C,Failed,Rural_Grid,MTR-0011,Normal,Clear Night,Wind,0.0
TXN8188,2025-02-14 10:20:16,U9681,Supplier,Buy,13.94,33.45,466.29,16,Medium,AES,1,Slice_A,Failed,North_Zone,MTR-0099,Normal,Clear Night,Natural Gas,27.88
TXN1054,2025-02-14 10:31:27,U3060,Supplier,Sell,10.09,36.74,370.71,5,Medium,RSA,1,Slice_B,Pending,North_Zone,MTR-0467,Normal,Heatwave,Coal,45.41
TXN1429,2025-02-14 10:07:00,U8454,Supplier,Buy,39.98,36.79,1470.86,17,Medium,RSA,1,Slice_C,Failed,Industrial_Park,MTR-0212,Normal,Clear Night,Wind,0.0
TXN1637,2025-02-14 10:44:04,U7516,Supplier,Sell,88.08,34.97,3080.16,30,Low,AES,0,Slice_A,Success,North_Zone,MTR-0155,Normal,Sunny,Solar,0.0
TXN3772,2025-02-14 10:19:45,U3976,Dealer,Sell,31.62,30.61,967.89,12,Low,AES,0,Slice_C,Success,South_Zone,MTR-0159,Normal,Heatwave,Hydro,0.0
TXN1609,2025-02-14 10:56:25,U8038,Authority,,0.0,0.0,0.0,20,High,TDKE,1,Slice_C,Success,South_Zone,MTR-0076,Normal,Stormy,Wind,0.0
TXN7255,2025-02-14 10:51:48,U4967,Supplier,Buy,78.56,37.97,2982.92,7,Medium,AES,1,Slice_A,Success,Metro_Hub,MTR-0480,Normal,Stormy,Wind,0.0
TXN9971,2025-02-14 10:27:09,U2782,Dealer,Buy,29.47,35.54,1047.36,26,High,TDKE,1,Slice_B,Success,Industrial_Park,MTR-0041,Normal,Stormy,Hydro,0.0
TXN3156,2025-02-14 10:43:25,U5711,Supplier,Sell,22.27,32.61,726.22,24,High,TDKE,1,Slice_A,Pending,South_Zone,MTR-0440,Normal,Cloudy,Hydro,0.0
TXN4929,2025-02-14 10:01:31,U3435,Dealer,Buy,79.66,30.56,2434.41,5,High,TDKE,1,Slice_A,Success,Rural_Grid,MTR-0036,Normal,Clear Night,Natural Gas,159.32
TXN8333,2025-02-14 10:35:56,U3806,Authority,,0.0,0.0,0.0,26,Low,AES,0,Slice_B,Failed,Metro_Hub,MTR-0023,Normal,Heatwave,Natural Gas,0.0
TXN4863,2025-02-14 10:22:43,U2005,Authority,,0.0,0.0,0.0,23,Medium,AES,1,Slice_C,Success,North_Zone,MTR-0306,Normal,Cloudy,Hydro,0.0
TXN6499,2025-02-14 10:15:43,U3650,Authority,,0.0,0.0,0.0,15,Medium,AES,1,Slice_C,Pending,South_Zone,MTR-0365,Normal,Stormy,Natural Gas,0.0
TXN7731,2025-02-14 10:12:32,U5598,Authority,,0.0,0.0,0.0,27,Low,RSA,0,Slice_B,Failed,Rural_Grid,MTR-0403,Normal,Heatwave,Coal,0.0
TXN8998,2025-02-14 10:54:36,U7157,Supplier,Buy,90.97,35.37,3217.61,24,Medium,RSA,1,Slice_C,Pending,Metro_Hub,MTR-0388,Normal,Clear Night,Wind,0.0
TXN4531,2025-02-14 10:25:39,U2132,Supplier,Buy,59.66,30.0,1789.8,19,High,TDKE,1,Slice_C,Success,Rural_Grid,MTR-0055,Normal,Stormy,Natural Gas,119.32
TXN7424,2025-02-14 10:16:47,U4890,Supplier,Buy,21.6,39.48,852.77,8,Low,RSA,0,Slice_B,Pending,Metro_Hub,MTR-0473,Normal,Clear Night,Natural Gas,43.2
TXN3684,2025-02-14 10:28:46,U2128,Supplier,Buy,48.64,35.88,1745.2,14,Medium,RSA,1,Slice_C,Pending,Rural_Grid,MTR-0045,Normal,Heatwave,Coal,218.88
TXN8452,2025-02-14 10:13:20,U9911,Authority,,0.0,0.0,0.0,28,High,TDKE,1,Slice_C,Pending,Industrial_Park,MTR-0200,Normal,Sunny,Hydro,0.0
TXN4182,2025-02-14 10:34:18,U3559,Dealer,Sell,48.9,35.94,1757.47,10,High,TDKE,1,Slice_A,Failed,North_Zone,MTR-0324,Normal,Clear Night,Natural Gas,97.8
TXN4655,2025-02-14 10:13:26,U9553,Authority,,0.0,0.0,0.0,30,High,TDKE,1,Slice_A,Failed,Metro_Hub,MTR-0438,Normal,Heatwave,Coal,0.0
TXN6331,2025-02-14 10:12:03,U3676,Dealer,Sell,64.12,30.28,1941.55,9,Medium,AES,1,Slice_C,Failed,Rural_Grid,MTR-0486,Normal,Heatwave,Solar,0.0
TXN5772,2025-02-14 10:55:51,U1694,Authority,,0.0,0.0,0.0,26,High,TDKE,1,Slice_B,Pending,North_Zone,MTR-0045,Normal,Stormy,Hydro,0.0
TXN2219,2025-02-14 10:11:43,U6103,Supplier,Buy,26.7,39.87,1064.53,13,Medium,RSA,1,Slice_B,Failed,North_Zone,MTR-0289,Normal,Sunny,Hydro,0.0
TXN1430,2025-02-14 10:35:39,U4612,Authority,,0.0,0.0,0.0,27,High,TDKE,1,Slice_C,Failed,Industrial_Park,MTR-0348,Normal,Heatwave,Solar,0.0
TXN6709,2025-02-14 10:02:21,U5580,Supplier,Buy,72.47,36.14,2619.07,11,High,TDKE,1,Slice_C,Pending,Metro_Hub,MTR-0079,Normal,Stormy,Wind,0.0
TXN5560,2025-02-14 10:07:42,U6773,Dealer,Sell,59.75,38.12,2277.67,12,High,TDKE,1,Slice_C,Failed,Metro_Hub,MTR-0394,Normal,Cloudy,Natural Gas,119.5
TXN8320,2025-02-14 10:34:42,U6983,Authority,,0.0,0.0,0.0,7,Low,AES,0,Slice_B,Success,Metro_Hub,MTR-0395,Normal,Stormy,Natural Gas,0.0
TXN1528,2025-02-14 10:39:32,U5390,Supplier,Sell,42.53,33.46,1423.05,21,Low,AES,0,Slice_B,Pending,Industrial_Park,MTR-0106,Normal,Clear Night,Hydro,0.0
TXN3115,2025-02-14 10:15:21,U3980,Authority,,0.0,0.0,0.0,27,Low,AES,0,Slice_A,Success,Metro_Hub,MTR-0116,Normal,Heatwave,Solar,0.0
TXN8897,2025-02-14 10:00:18,U7903,Dealer,Sell,64.27,33.04,2123.48,14,Medium,RSA,1,Slice_B,Pending,Metro_Hub,MTR-0034,Normal,Stormy,Hydro,0.0
TXN6735,2025-02-14 10:11:28,U2605,Supplier,Buy,76.6,39.54,3028.76,17,Medium,AES,1,Slice_C,Failed,Rural_Grid,MTR-0492,Normal,Cloudy,Natural Gas,153.2
TXN7242,2025-02-14 10:39:00,U3234,Authority,,0.0,0.0,0.0,9,Medium,AES,1,Slice_C,Success,South_Zone,MTR-0262,Normal,Clear Night,Natural Gas,0.0
TXN6454,2025-02-14 10:55:53,U3132,Authority,,0.0,0.0,0.0,26,Medium,RSA,1,Slice_C,Success,Rural_Grid,MTR-0340,Normal,Cloudy,Hydro,0.0
TXN2811,2025-02-14 10:50:55,U2017,Supplier,Sell,76.5,31.78,2431.17,14,High,TDKE,1,Slice_A,Pending,North_Zone,MTR-0277,Normal,Cloudy,Coal,344.25
TXN7687,2025-02-14 10:30:25,U7895,Authority,,0.0,0.0,0.0,21,High,TDKE,1,Slice_C,Failed,Industrial_Park,MTR-0317,Normal,Clear Night,Natural Gas,0.0
TXN5346,2025-02-14 10:03:22,U6129,Authority,,0.0,0.0,0.0,17,Medium,RSA,1,Slice_A,Success,Metro_Hub,MTR-0005,Normal,Sunny,Hydro,0.0
TXN4283,2025-02-14 10:28:57,U5368,Dealer,Sell,85.82,33.25,2853.51,11,Low,AES,0,Slice_A,Pending,Metro_Hub,MTR-0221,Normal,Cloudy,Wind,0.0
TXN6245,2025-02-14 10:18:28,U4685,Dealer,Sell,67.05,32.95,2209.3,12,Medium,AES,1,Slice_C,Failed,Industrial_Park,MTR-0458,Normal,Clear Night,Coal,301.72
TXN4403,2025-02-14 10:32:39,U2166,Supplier,Buy,90.07,37.11,3342.5,11,High,TDKE,1,Slice_A,Failed,Rural_Grid,MTR-0338,Normal,Stormy,Wind,0.0
